time,lon,lat,z,hsurf,z_type,origin,#trajectories,block_length
2021-10-11 03:00:00,8.228,47.552,485.0,385.0,agl,Beznau,120,121
2021-10-11 03:15:00,8.216,47.56,494.0,421.0,agl,Beznau,120,121
2021-10-11 03:30:00,8.199,47.568,506.0,458.0,agl,Beznau,120,121
2021-10-11 03:45:00,8.175,47.573,518.0,488.0,agl,Beznau,120,121
2021-10-11 04:00:00,8.15,47.574,508.0,465.0,agl,Beznau,120,121
2021-10-11 04:15:00,8.128,47.572,513.0,424.0,agl,Beznau,120,121
2021-10-11 04:30:00,8.102,47.569,540.0,374.0,agl,Beznau,120,121
2021-10-11 04:45:00,8.068,47.571,563.0,365.0,agl,Beznau,120,121
2021-10-11 05:00:00,8.028,47.571,548.0,422.0,agl,Beznau,120,121
2021-10-11 05:15:00,7.979,47.561,453.0,365.0,agl,Beznau,120,121
2021-10-11 05:30:00,7.909,47.562,356.0,303.0,agl,Beznau,120,121
2021-10-11 05:45:00,7.835,47.58,340.0,294.0,agl,Beznau,120,121
2021-10-11 06:00:00,7.783,47.597,428.0,403.0,agl,Beznau,120,121
2021-10-11 06:15:00,7.738,47.621,445.0,429.0,agl,Beznau,120,121
2021-10-11 06:30:00,7.695,47.634,367.0,342.0,agl,Beznau,120,121
2021-10-11 06:45:00,7.642,47.638,345.0,333.0,agl,Beznau,120,121
2021-10-11 07:00:00,7.594,47.645,292.0,278.0,agl,Beznau,120,121
2021-10-11 07:15:00,7.558,47.653,277.0,259.0,agl,Beznau,120,121
2021-10-11 07:30:00,7.527,47.666,274.0,256.0,agl,Beznau,120,121
2021-10-11 07:45:00,7.507,47.683,254.0,234.0,agl,Beznau,120,121
2021-10-11 08:00:00,7.496,47.701,254.0,234.0,agl,Beznau,120,121
2021-10-11 08:15:00,7.488,47.715,264.0,243.0,agl,Beznau,120,121
2021-10-11 08:30:00,7.481,47.724,270.0,249.0,agl,Beznau,120,121
2021-10-11 08:45:00,7.476,47.729,273.0,250.0,agl,Beznau,120,121
2021-10-11 09:00:00,7.471,47.732,276.0,249.0,agl,Beznau,120,121
2021-10-11 09:15:00,7.467,47.731,278.0,249.0,agl,Beznau,120,121
2021-10-11 09:30:00,7.462,47.727,283.0,250.0,agl,Beznau,120,121
2021-10-11 09:45:00,7.458,47.72,290.0,253.0,agl,Beznau,120,121
2021-10-11 10:00:00,7.454,47.711,303.0,257.0,agl,Beznau,120,121
2021-10-11 10:15:00,7.451,47.7,319.0,261.0,agl,Beznau,120,121
2021-10-11 10:30:00,7.448,47.69,335.0,260.0,agl,Beznau,120,121
2021-10-11 10:45:00,7.448,47.678,355.0,258.0,agl,Beznau,120,121
2021-10-11 11:00:00,7.449,47.667,385.0,262.0,agl,Beznau,120,121
2021-10-11 11:15:00,7.453,47.654,414.0,272.0,agl,Beznau,120,121
2021-10-11 11:30:00,7.458,47.64,425.0,282.0,agl,Beznau,120,121
2021-10-11 11:45:00,7.465,47.624,433.0,293.0,agl,Beznau,120,121
2021-10-11 12:00:00,7.474,47.607,434.0,298.0,agl,Beznau,120,121
2021-10-11 12:15:00,7.485,47.59,442.0,301.0,agl,Beznau,120,121
2021-10-11 12:30:00,7.5,47.573,449.0,314.0,agl,Beznau,120,121
2021-10-11 12:45:00,7.516,47.556,458.0,317.0,agl,Beznau,120,121
2021-10-11 13:00:00,7.532,47.539,482.0,340.0,agl,Beznau,120,121
2021-10-11 13:15:00,7.551,47.521,493.0,354.0,agl,Beznau,120,121
2021-10-11 13:30:00,7.572,47.505,494.0,348.0,agl,Beznau,120,121
2021-10-11 13:45:00,7.592,47.49,469.0,300.0,agl,Beznau,120,121
2021-10-11 14:00:00,7.611,47.476,522.0,352.0,agl,Beznau,120,121
2021-10-11 14:15:00,7.634,47.46,697.0,615.0,agl,Beznau,120,121
2021-10-11 14:30:00,7.678,47.442,602.0,515.0,agl,Beznau,120,121
2021-10-11 14:45:00,7.717,47.433,568.0,495.0,agl,Beznau,120,121
2021-10-11 15:00:00,7.757,47.423,600.0,530.0,agl,Beznau,120,121
2021-10-11 15:15:00,7.798,47.414,609.0,538.0,agl,Beznau,120,121
2021-10-11 15:30:00,7.841,47.407,680.0,598.0,agl,Beznau,120,121
2021-10-11 15:45:00,7.886,47.397,810.0,775.0,agl,Beznau,120,121
2021-10-11 16:00:00,7.934,47.371,457.0,417.0,agl,Beznau,120,121
2021-10-11 16:15:00,7.968,47.352,510.0,412.0,agl,Beznau,120,121
2021-10-11 16:30:00,7.996,47.341,526.0,467.0,agl,Beznau,120,121
2021-10-11 16:45:00,8.024,47.33,509.0,452.0,agl,Beznau,120,121
2021-10-11 17:00:00,8.043,47.324,524.0,451.0,agl,Beznau,120,121
2021-10-11 17:15:00,8.057,47.322,555.0,493.0,agl,Beznau,120,121
2021-10-11 17:30:00,8.073,47.32,584.0,554.0,agl,Beznau,120,121
2021-10-11 17:45:00,8.092,47.318,583.0,565.0,agl,Beznau,120,121
2021-10-11 18:00:00,8.11,47.318,557.0,525.0,agl,Beznau,120,121
2021-10-11 18:15:00,8.122,47.322,563.0,530.0,agl,Beznau,120,121
2021-10-11 18:30:00,8.131,47.33,568.0,536.0,agl,Beznau,120,121
2021-10-11 18:45:00,8.14,47.337,552.0,538.0,agl,Beznau,120,121
2021-10-11 19:00:00,8.15,47.341,531.0,516.0,agl,Beznau,120,121
2021-10-11 19:15:00,8.157,47.341,513.0,501.0,agl,Beznau,120,121
2021-10-11 19:30:00,8.161,47.339,508.0,494.0,agl,Beznau,120,121
2021-10-11 19:45:00,8.162,47.337,513.0,498.0,agl,Beznau,120,121
2021-10-11 20:00:00,8.158,47.336,527.0,515.0,agl,Beznau,120,121
2021-10-11 20:15:00,8.151,47.334,547.0,537.0,agl,Beznau,120,121
2021-10-11 20:30:00,8.142,47.331,563.0,554.0,agl,Beznau,120,121
2021-10-11 20:45:00,8.128,47.329,545.0,531.0,agl,Beznau,120,121
2021-10-11 21:00:00,8.113,47.328,536.0,520.0,agl,Beznau,120,121
2021-10-11 21:15:00,8.099,47.326,563.0,555.0,agl,Beznau,120,121
2021-10-11 21:30:00,8.086,47.325,581.0,577.0,agl,Beznau,120,121
2021-10-11 21:45:00,8.071,47.324,563.0,550.0,agl,Beznau,120,121
2021-10-11 22:00:00,8.056,47.325,501.0,487.0,agl,Beznau,120,121
2021-10-11 22:15:00,8.046,47.328,463.0,451.0,agl,Beznau,120,121
2021-10-11 22:30:00,8.041,47.334,446.0,432.0,agl,Beznau,120,121
2021-10-11 22:45:00,8.042,47.34,442.0,429.0,agl,Beznau,120,121
2021-10-11 23:00:00,8.048,47.346,452.0,439.0,agl,Beznau,120,121
2021-10-11 23:15:00,8.055,47.35,467.0,453.0,agl,Beznau,120,121
2021-10-11 23:30:00,8.06,47.353,477.0,460.0,agl,Beznau,120,121
2021-10-11 23:45:00,8.063,47.353,486.0,465.0,agl,Beznau,120,121
2021-10-12 00:00:00,8.065,47.352,492.0,471.0,agl,Beznau,120,121
2021-10-12 00:15:00,8.066,47.352,493.0,476.0,agl,Beznau,120,121
2021-10-12 00:30:00,8.071,47.355,485.0,470.0,agl,Beznau,120,121
2021-10-12 00:45:00,8.078,47.36,466.0,454.0,agl,Beznau,120,121
2021-10-12 01:00:00,8.088,47.368,451.0,436.0,agl,Beznau,120,121
2021-10-12 01:15:00,8.097,47.376,443.0,429.0,agl,Beznau,120,121
2021-10-12 01:30:00,8.105,47.384,422.0,410.0,agl,Beznau,120,121
2021-10-12 01:45:00,8.111,47.391,400.0,390.0,agl,Beznau,120,121
2021-10-12 02:00:00,8.116,47.395,395.0,376.0,agl,Beznau,120,121
2021-10-12 02:15:00,8.121,47.398,396.0,381.0,agl,Beznau,120,121
2021-10-12 02:30:00,8.127,47.399,397.0,382.0,agl,Beznau,120,121
2021-10-12 02:45:00,8.133,47.399,398.0,381.0,agl,Beznau,120,121
2021-10-12 03:00:00,8.14,47.396,401.0,381.0,agl,Beznau,120,121
2021-10-12 03:15:00,8.144,47.394,409.0,387.0,agl,Beznau,120,121
2021-10-12 03:30:00,8.146,47.393,415.0,390.0,agl,Beznau,120,121
2021-10-12 03:45:00,8.147,47.394,419.0,390.0,agl,Beznau,120,121
2021-10-12 04:00:00,8.147,47.394,420.0,389.0,agl,Beznau,120,121
2021-10-12 04:15:00,8.148,47.395,420.0,387.0,agl,Beznau,120,121
2021-10-12 04:30:00,8.152,47.397,422.0,389.0,agl,Beznau,120,121
2021-10-12 04:45:00,8.159,47.399,427.0,392.0,agl,Beznau,120,121
2021-10-12 05:00:00,8.167,47.402,432.0,392.0,agl,Beznau,120,121
2021-10-12 05:15:00,8.176,47.407,441.0,396.0,agl,Beznau,120,121
2021-10-12 05:30:00,8.182,47.414,455.0,418.0,agl,Beznau,120,121
2021-10-12 05:45:00,8.186,47.423,472.0,451.0,agl,Beznau,120,121
2021-10-12 06:00:00,8.187,47.435,470.0,461.0,agl,Beznau,120,121
2021-10-12 06:15:00,8.186,47.447,435.0,425.0,agl,Beznau,120,121
2021-10-12 06:30:00,8.184,47.459,408.0,387.0,agl,Beznau,120,121
2021-10-12 06:45:00,8.182,47.469,416.0,384.0,agl,Beznau,120,121
2021-10-12 07:00:00,8.182,47.477,431.0,403.0,agl,Beznau,120,121
2021-10-12 07:15:00,8.183,47.486,444.0,422.0,agl,Beznau,120,121
2021-10-12 07:30:00,8.186,47.495,452.0,421.0,agl,Beznau,120,121
2021-10-12 07:45:00,8.193,47.505,477.0,425.0,agl,Beznau,120,121
2021-10-12 08:00:00,8.206,47.518,520.0,437.0,agl,Beznau,120,121
2021-10-12 08:15:00,8.224,47.533,534.0,385.0,agl,Beznau,120,121
2021-10-12 08:30:00,8.247,47.548,540.0,350.0,agl,Beznau,120,121
2021-10-12 08:45:00,8.266,47.56,528.0,375.0,agl,Beznau,120,121
2021-10-12 09:00:00,8.28,47.575,534.0,465.0,agl,Beznau,120,121
2021-10-11 03:00:00,8.228,47.562,467.0,367.0,agl,Beznau~1,120,121
2021-10-11 03:15:00,8.216,47.57,471.0,384.0,agl,Beznau~1,120,121
2021-10-11 03:30:00,8.201,47.577,489.0,420.0,agl,Beznau~1,120,121
2021-10-11 03:45:00,8.18,47.582,508.0,445.0,agl,Beznau~1,120,121
2021-10-11 04:00:00,8.158,47.583,529.0,430.0,agl,Beznau~1,120,121
2021-10-11 04:15:00,8.134,47.582,558.0,394.0,agl,Beznau~1,120,121
2021-10-11 04:30:00,8.104,47.583,552.0,366.0,agl,Beznau~1,120,121
2021-10-11 04:45:00,8.072,47.581,528.0,400.0,agl,Beznau~1,120,121
2021-10-11 05:00:00,8.038,47.572,492.0,412.0,agl,Beznau~1,120,121
2021-10-11 05:15:00,8.003,47.556,412.0,333.0,agl,Beznau~1,120,121
2021-10-11 05:30:00,7.953,47.547,395.0,319.0,agl,Beznau~1,120,121
2021-10-11 05:45:00,7.881,47.557,427.0,365.0,agl,Beznau~1,120,121
2021-10-11 06:00:00,7.806,47.573,381.0,302.0,agl,Beznau~1,120,121
2021-10-11 06:15:00,7.75,47.583,438.0,381.0,agl,Beznau~1,120,121
2021-10-11 06:30:00,7.699,47.599,458.0,436.0,agl,Beznau~1,120,121
2021-10-11 06:45:00,7.646,47.604,359.0,328.0,agl,Beznau~1,120,121
2021-10-11 07:00:00,7.607,47.604,300.0,276.0,agl,Beznau~1,120,121
2021-10-11 07:15:00,7.584,47.609,269.0,237.0,agl,Beznau~1,120,121
2021-10-11 07:30:00,7.574,47.614,267.0,241.0,agl,Beznau~1,120,121
2021-10-11 07:45:00,7.567,47.622,265.0,244.0,agl,Beznau~1,120,121
2021-10-11 08:00:00,7.562,47.632,258.0,236.0,agl,Beznau~1,120,121
2021-10-11 08:15:00,7.554,47.642,257.0,234.0,agl,Beznau~1,120,121
2021-10-11 08:30:00,7.545,47.65,270.0,247.0,agl,Beznau~1,120,121
2021-10-11 08:45:00,7.539,47.655,280.0,255.0,agl,Beznau~1,120,121
2021-10-11 09:00:00,7.536,47.657,284.0,258.0,agl,Beznau~1,120,121
2021-10-11 09:15:00,7.538,47.655,287.0,256.0,agl,Beznau~1,120,121
2021-10-11 09:30:00,7.542,47.652,287.0,250.0,agl,Beznau~1,120,121
2021-10-11 09:45:00,7.548,47.646,282.0,238.0,agl,Beznau~1,120,121
2021-10-11 10:00:00,7.557,47.638,275.0,234.0,agl,Beznau~1,120,121
2021-10-11 10:15:00,7.57,47.628,271.0,242.0,agl,Beznau~1,120,121
2021-10-11 10:30:00,7.586,47.617,267.0,240.0,agl,Beznau~1,120,121
2021-10-11 10:45:00,7.604,47.608,290.0,267.0,agl,Beznau~1,120,121
2021-10-11 11:00:00,7.625,47.599,323.0,305.0,agl,Beznau~1,120,121
2021-10-11 11:15:00,7.649,47.591,314.0,299.0,agl,Beznau~1,120,121
2021-10-11 11:30:00,7.677,47.584,428.0,412.0,agl,Beznau~1,120,121
2021-10-11 11:45:00,7.709,47.576,492.0,483.0,agl,Beznau~1,120,121
2021-10-11 12:00:00,7.737,47.569,403.0,388.0,agl,Beznau~1,120,121
2021-10-11 12:15:00,7.764,47.565,302.0,286.0,agl,Beznau~1,120,121
2021-10-11 12:30:00,7.791,47.562,309.0,290.0,agl,Beznau~1,120,121
2021-10-11 12:45:00,7.817,47.563,326.0,296.0,agl,Beznau~1,120,121
2021-10-11 13:00:00,7.845,47.566,337.0,306.0,agl,Beznau~1,120,121
2021-10-11 13:15:00,7.878,47.568,352.0,329.0,agl,Beznau~1,120,121
2021-10-11 13:30:00,7.912,47.563,337.0,301.0,agl,Beznau~1,120,121
2021-10-11 13:45:00,7.946,47.555,349.0,308.0,agl,Beznau~1,120,121
2021-10-11 14:00:00,7.989,47.547,341.0,314.0,agl,Beznau~1,120,121
2021-10-11 14:15:00,8.031,47.54,383.0,361.0,agl,Beznau~1,120,121
2021-10-11 14:30:00,8.07,47.538,465.0,453.0,agl,Beznau~1,120,121
2021-10-11 14:45:00,8.108,47.537,499.0,490.0,agl,Beznau~1,120,121
2021-10-11 15:00:00,8.141,47.536,505.0,494.0,agl,Beznau~1,120,121
2021-10-11 15:15:00,8.17,47.536,570.0,567.0,agl,Beznau~1,120,121
2021-10-11 15:30:00,8.207,47.533,492.0,483.0,agl,Beznau~1,120,121
2021-10-11 15:45:00,8.24,47.532,384.0,369.0,agl,Beznau~1,120,121
2021-10-11 16:00:00,8.254,47.538,399.0,390.0,agl,Beznau~1,120,121
2021-10-11 16:15:00,8.261,47.544,384.0,377.0,agl,Beznau~1,120,121
2021-10-11 16:30:00,8.266,47.547,379.0,367.0,agl,Beznau~1,120,121
2021-10-11 16:45:00,8.271,47.548,387.0,378.0,agl,Beznau~1,120,121
2021-10-11 17:00:00,8.278,47.548,407.0,395.0,agl,Beznau~1,120,121
2021-10-11 17:15:00,8.286,47.547,439.0,419.0,agl,Beznau~1,120,121
2021-10-11 17:30:00,8.294,47.544,466.0,447.0,agl,Beznau~1,120,121
2021-10-11 17:45:00,8.302,47.538,485.0,460.0,agl,Beznau~1,120,121
2021-10-11 18:00:00,8.31,47.529,496.0,467.0,agl,Beznau~1,120,121
2021-10-11 18:15:00,8.318,47.519,512.0,486.0,agl,Beznau~1,120,121
2021-10-11 18:30:00,8.328,47.508,513.0,485.0,agl,Beznau~1,120,121
2021-10-11 18:45:00,8.333,47.498,530.0,516.0,agl,Beznau~1,120,121
2021-10-11 19:00:00,8.33,47.485,538.0,526.0,agl,Beznau~1,120,121
2021-10-11 19:15:00,8.329,47.47,465.0,441.0,agl,Beznau~1,120,121
2021-10-11 19:30:00,8.338,47.459,444.0,424.0,agl,Beznau~1,120,121
2021-10-11 19:45:00,8.353,47.452,434.0,420.0,agl,Beznau~1,120,121
2021-10-11 20:00:00,8.367,47.449,437.0,419.0,agl,Beznau~1,120,121
2021-10-11 20:15:00,8.377,47.45,451.0,438.0,agl,Beznau~1,120,121
2021-10-11 20:30:00,8.383,47.452,461.0,452.0,agl,Beznau~1,120,121
2021-10-11 20:45:00,8.384,47.455,470.0,458.0,agl,Beznau~1,120,121
2021-10-11 21:00:00,8.381,47.456,482.0,460.0,agl,Beznau~1,120,121
2021-10-11 21:15:00,8.376,47.456,498.0,458.0,agl,Beznau~1,120,121
2021-10-11 21:30:00,8.371,47.455,511.0,451.0,agl,Beznau~1,120,121
2021-10-11 21:45:00,8.367,47.455,516.0,444.0,agl,Beznau~1,120,121
2021-10-11 22:00:00,8.363,47.455,513.0,445.0,agl,Beznau~1,120,121
2021-10-11 22:15:00,8.36,47.456,507.0,448.0,agl,Beznau~1,120,121
2021-10-11 22:30:00,8.358,47.457,505.0,447.0,agl,Beznau~1,120,121
2021-10-11 22:45:00,8.356,47.456,511.0,443.0,agl,Beznau~1,120,121
2021-10-11 23:00:00,8.356,47.455,522.0,437.0,agl,Beznau~1,120,121
2021-10-11 23:15:00,8.357,47.453,533.0,426.0,agl,Beznau~1,120,121
2021-10-11 23:30:00,8.361,47.45,540.0,412.0,agl,Beznau~1,120,121
2021-10-11 23:45:00,8.366,47.445,541.0,411.0,agl,Beznau~1,120,121
2021-10-12 00:00:00,8.373,47.439,545.0,413.0,agl,Beznau~1,120,121
2021-10-12 00:15:00,8.381,47.433,555.0,425.0,agl,Beznau~1,120,121
2021-10-12 00:30:00,8.391,47.426,567.0,432.0,agl,Beznau~1,120,121
2021-10-12 00:45:00,8.402,47.422,595.0,439.0,agl,Beznau~1,120,121
2021-10-12 01:00:00,8.413,47.419,644.0,456.0,agl,Beznau~1,120,121
2021-10-12 01:15:00,8.424,47.42,727.0,480.0,agl,Beznau~1,120,121
2021-10-12 01:30:00,8.432,47.421,831.0,490.0,agl,Beznau~1,120,121
2021-10-12 01:45:00,8.437,47.417,918.0,475.0,agl,Beznau~1,120,121
2021-10-12 02:00:00,8.445,47.411,961.0,438.0,agl,Beznau~1,120,121
2021-10-12 02:15:00,8.451,47.403,988.0,421.0,agl,Beznau~1,120,121
2021-10-12 02:30:00,8.452,47.392,1002.0,452.0,agl,Beznau~1,120,121
2021-10-12 02:45:00,8.453,47.378,1000.0,550.0,agl,Beznau~1,120,121
2021-10-12 03:00:00,8.455,47.362,995.0,562.0,agl,Beznau~1,120,121
2021-10-12 03:15:00,8.459,47.346,979.0,551.0,agl,Beznau~1,120,121
2021-10-12 03:30:00,8.461,47.333,963.0,564.0,agl,Beznau~1,120,121
2021-10-12 03:45:00,8.462,47.32,970.0,580.0,agl,Beznau~1,120,121
2021-10-12 04:00:00,8.462,47.306,1014.0,581.0,agl,Beznau~1,120,121
2021-10-12 04:15:00,8.456,47.288,1068.0,544.0,agl,Beznau~1,120,121
2021-10-12 04:30:00,8.449,47.267,1098.0,514.0,agl,Beznau~1,120,121
2021-10-12 04:45:00,8.439,47.247,1092.0,448.0,agl,Beznau~1,120,121
2021-10-12 05:00:00,8.429,47.231,1059.0,411.0,agl,Beznau~1,120,121
2021-10-12 05:15:00,8.423,47.218,1027.0,404.0,agl,Beznau~1,120,121
2021-10-12 05:30:00,8.419,47.205,1021.0,405.0,agl,Beznau~1,120,121
2021-10-12 05:45:00,8.415,47.195,1022.0,408.0,agl,Beznau~1,120,121
2021-10-12 06:00:00,8.41,47.186,1015.0,411.0,agl,Beznau~1,120,121
2021-10-12 06:15:00,8.408,47.181,1005.0,417.0,agl,Beznau~1,120,121
2021-10-12 06:30:00,8.41,47.179,1003.0,420.0,agl,Beznau~1,120,121
2021-10-12 06:45:00,8.414,47.178,1013.0,425.0,agl,Beznau~1,120,121
2021-10-12 07:00:00,8.422,47.179,1033.0,435.0,agl,Beznau~1,120,121
2021-10-12 07:15:00,8.43,47.18,1056.0,442.0,agl,Beznau~1,120,121
2021-10-12 07:30:00,8.438,47.179,1074.0,447.0,agl,Beznau~1,120,121
2021-10-12 07:45:00,8.448,47.177,1078.0,440.0,agl,Beznau~1,120,121
2021-10-12 08:00:00,8.46,47.173,1057.0,427.0,agl,Beznau~1,120,121
2021-10-12 08:15:00,8.472,47.17,1048.0,411.0,agl,Beznau~1,120,121
2021-10-12 08:30:00,8.481,47.168,1071.0,401.0,agl,Beznau~1,120,121
2021-10-12 08:45:00,8.485,47.166,1096.0,394.0,agl,Beznau~1,120,121
2021-10-12 09:00:00,8.49,47.163,1104.0,394.0,agl,Beznau~1,120,121
2021-10-11 03:00:00,8.243,47.552,449.0,349.0,agl,Beznau~2,120,121
2021-10-11 03:15:00,8.233,47.557,459.0,363.0,agl,Beznau~2,120,121
2021-10-11 03:30:00,8.22,47.565,468.0,384.0,agl,Beznau~2,120,121
2021-10-11 03:45:00,8.204,47.572,491.0,427.0,agl,Beznau~2,120,121
2021-10-11 04:00:00,8.18,47.578,522.0,468.0,agl,Beznau~2,120,121
2021-10-11 04:15:00,8.156,47.579,537.0,452.0,agl,Beznau~2,120,121
2021-10-11 04:30:00,8.131,47.578,567.0,410.0,agl,Beznau~2,120,121
2021-10-11 04:45:00,8.099,47.579,594.0,364.0,agl,Beznau~2,120,121
2021-10-11 05:00:00,8.063,47.582,594.0,431.0,agl,Beznau~2,120,121
2021-10-11 05:15:00,8.022,47.578,577.0,494.0,agl,Beznau~2,120,121
2021-10-11 05:30:00,7.977,47.562,427.0,369.0,agl,Beznau~2,120,121
2021-10-11 05:45:00,7.911,47.561,339.0,304.0,agl,Beznau~2,120,121
2021-10-11 06:00:00,7.839,47.576,321.0,295.0,agl,Beznau~2,120,121
2021-10-11 06:15:00,7.79,47.59,384.0,364.0,agl,Beznau~2,120,121
2021-10-11 06:30:00,7.747,47.608,433.0,422.0,agl,Beznau~2,120,121
2021-10-11 06:45:00,7.709,47.626,397.0,384.0,agl,Beznau~2,120,121
2021-10-11 07:00:00,7.668,47.632,353.0,343.0,agl,Beznau~2,120,121
2021-10-11 07:15:00,7.615,47.64,304.0,298.0,agl,Beznau~2,120,121
2021-10-11 07:30:00,7.582,47.649,274.0,264.0,agl,Beznau~2,120,121
2021-10-11 07:45:00,7.554,47.66,293.0,284.0,agl,Beznau~2,120,121
2021-10-11 08:00:00,7.528,47.677,286.0,276.0,agl,Beznau~2,120,121
2021-10-11 08:15:00,7.514,47.694,263.0,248.0,agl,Beznau~2,120,121
2021-10-11 08:30:00,7.508,47.705,255.0,235.0,agl,Beznau~2,120,121
2021-10-11 08:45:00,7.505,47.712,256.0,232.0,agl,Beznau~2,120,121
2021-10-11 09:00:00,7.502,47.716,261.0,233.0,agl,Beznau~2,120,121
2021-10-11 09:15:00,7.498,47.715,267.0,236.0,agl,Beznau~2,120,121
2021-10-11 09:30:00,7.493,47.709,267.0,237.0,agl,Beznau~2,120,121
2021-10-11 09:45:00,7.488,47.699,268.0,238.0,agl,Beznau~2,120,121
2021-10-11 10:00:00,7.482,47.686,279.0,246.0,agl,Beznau~2,120,121
2021-10-11 10:15:00,7.479,47.673,288.0,254.0,agl,Beznau~2,120,121
2021-10-11 10:30:00,7.478,47.661,291.0,255.0,agl,Beznau~2,120,121
2021-10-11 10:45:00,7.48,47.648,296.0,256.0,agl,Beznau~2,120,121
2021-10-11 11:00:00,7.484,47.635,307.0,265.0,agl,Beznau~2,120,121
2021-10-11 11:15:00,7.491,47.622,316.0,274.0,agl,Beznau~2,120,121
2021-10-11 11:30:00,7.5,47.607,313.0,274.0,agl,Beznau~2,120,121
2021-10-11 11:45:00,7.51,47.592,315.0,276.0,agl,Beznau~2,120,121
2021-10-11 12:00:00,7.524,47.577,313.0,277.0,agl,Beznau~2,120,121
2021-10-11 12:15:00,7.541,47.562,312.0,281.0,agl,Beznau~2,120,121
2021-10-11 12:30:00,7.558,47.546,329.0,299.0,agl,Beznau~2,120,121
2021-10-11 12:45:00,7.576,47.533,348.0,322.0,agl,Beznau~2,120,121
2021-10-11 13:00:00,7.596,47.52,351.0,328.0,agl,Beznau~2,120,121
2021-10-11 13:15:00,7.615,47.51,351.0,325.0,agl,Beznau~2,120,121
2021-10-11 13:30:00,7.635,47.503,448.0,429.0,agl,Beznau~2,120,121
2021-10-11 13:45:00,7.662,47.497,584.0,583.0,agl,Beznau~2,120,121
2021-10-11 14:00:00,7.694,47.486,516.0,505.0,agl,Beznau~2,120,121
2021-10-11 14:15:00,7.717,47.473,432.0,415.0,agl,Beznau~2,120,121
2021-10-11 14:30:00,7.736,47.462,429.0,412.0,agl,Beznau~2,120,121
2021-10-11 14:45:00,7.758,47.452,466.0,452.0,agl,Beznau~2,120,121
2021-10-11 15:00:00,7.78,47.443,553.0,543.0,agl,Beznau~2,120,121
2021-10-11 15:15:00,7.805,47.436,559.0,545.0,agl,Beznau~2,120,121
2021-10-11 15:30:00,7.83,47.432,566.0,549.0,agl,Beznau~2,120,121
2021-10-11 15:45:00,7.855,47.431,583.0,570.0,agl,Beznau~2,120,121
2021-10-11 16:00:00,7.878,47.432,586.0,572.0,agl,Beznau~2,120,121
2021-10-11 16:15:00,7.9,47.434,592.0,574.0,agl,Beznau~2,120,121
2021-10-11 16:30:00,7.923,47.439,616.0,605.0,agl,Beznau~2,120,121
2021-10-11 16:45:00,7.951,47.451,602.0,593.0,agl,Beznau~2,120,121
2021-10-11 17:00:00,7.985,47.465,505.0,495.0,agl,Beznau~2,120,121
2021-10-11 17:15:00,8.012,47.477,506.0,506.0,agl,Beznau~2,120,121
2021-10-11 17:30:00,8.047,47.488,468.0,464.0,agl,Beznau~2,120,121
2021-10-11 17:45:00,8.073,47.489,447.0,439.0,agl,Beznau~2,120,121
2021-10-11 18:00:00,8.085,47.487,452.0,443.0,agl,Beznau~2,120,121
2021-10-11 18:15:00,8.091,47.485,468.0,452.0,agl,Beznau~2,120,121
2021-10-11 18:30:00,8.098,47.483,488.0,477.0,agl,Beznau~2,120,121
2021-10-11 18:45:00,8.108,47.483,516.0,508.0,agl,Beznau~2,120,121
2021-10-11 19:00:00,8.128,47.482,573.0,563.0,agl,Beznau~2,120,121
2021-10-11 19:15:00,8.168,47.472,422.0,409.0,agl,Beznau~2,120,121
2021-10-11 19:30:00,8.177,47.467,386.0,380.0,agl,Beznau~2,120,121
2021-10-11 19:45:00,8.177,47.464,376.0,376.0,agl,Beznau~2,120,121
2021-10-11 20:00:00,8.174,47.461,376.0,375.0,agl,Beznau~2,120,121
2021-10-11 20:15:00,8.166,47.457,368.0,364.0,agl,Beznau~2,120,121
2021-10-11 20:30:00,8.159,47.454,377.0,376.0,agl,Beznau~2,120,121
2021-10-11 20:45:00,8.155,47.452,391.0,383.0,agl,Beznau~2,120,121
2021-10-11 21:00:00,8.152,47.451,400.0,386.0,agl,Beznau~2,120,121
2021-10-11 21:15:00,8.149,47.45,409.0,398.0,agl,Beznau~2,120,121
2021-10-11 21:30:00,8.146,47.45,421.0,411.0,agl,Beznau~2,120,121
2021-10-11 21:45:00,8.143,47.45,427.0,426.0,agl,Beznau~2,120,121
2021-10-11 22:00:00,8.139,47.452,464.0,451.0,agl,Beznau~2,120,121
2021-10-11 22:15:00,8.134,47.451,513.0,477.0,agl,Beznau~2,120,121
2021-10-11 22:30:00,8.131,47.447,549.0,486.0,agl,Beznau~2,120,121
2021-10-11 22:45:00,8.126,47.441,575.0,501.0,agl,Beznau~2,120,121
2021-10-11 23:00:00,8.12,47.433,595.0,520.0,agl,Beznau~2,120,121
2021-10-11 23:15:00,8.115,47.424,594.0,515.0,agl,Beznau~2,120,121
2021-10-11 23:30:00,8.112,47.416,578.0,470.0,agl,Beznau~2,120,121
2021-10-11 23:45:00,8.11,47.408,570.0,419.0,agl,Beznau~2,120,121
2021-10-12 00:00:00,8.107,47.399,564.0,384.0,agl,Beznau~2,120,121
2021-10-12 00:15:00,8.106,47.391,558.0,386.0,agl,Beznau~2,120,121
2021-10-12 00:30:00,8.108,47.385,561.0,411.0,agl,Beznau~2,120,121
